Lang	Sent_id	S_length	Dependency	DL
\de	2970	6	(2, 1)	1
\de	2970	6	(2, 3)	1
\de	2970	6	(2, 6)	4
\de	2970	6	(3, 4)	1
\de	2970	6	(4, 5)	1
\de	2970	6	(0, 2)	2
\de	2975	11	(1, 2)	1
\de	2975	11	(3, 4)	1
\de	2975	11	(3, 11)	8
\de	2975	11	(7, 5)	2
\de	2975	11	(7, 6)	1
\de	2975	11	(7, 8)	1
\de	2975	11	(8, 10)	2
\de	2975	11	(10, 9)	1
\de	2975	11	(11, 1)	10
\de	2975	11	(11, 7)	4
\de	2975	11	(0, 3)	3
\de	2977	2	(1, 2)	1
\de	2977	2	(0, 1)	1
\de	2978	5	(1, 2)	1
\de	2978	5	(1, 5)	4
\de	2978	5	(5, 3)	2
\de	2978	5	(5, 4)	1
\de	2978	5	(0, 1)	1
\de	2979	8	(1, 2)	1
\de	2979	8	(3, 1)	2
\de	2979	8	(3, 7)	4
\de	2979	8	(5, 4)	1
\de	2979	8	(6, 5)	1
\de	2979	8	(7, 8)	1
\de	2979	8	(8, 6)	2
\de	2979	8	(0, 3)	3
\de	2980	11	(2, 1)	1
\de	2980	11	(3, 2)	1
\de	2980	11	(3, 5)	2
\de	2980	11	(3, 8)	5
\de	2980	11	(3, 9)	6
\de	2980	11	(5, 4)	1
\de	2980	11	(5, 6)	1
\de	2980	11	(6, 7)	1
\de	2980	11	(9, 11)	2
\de	2980	11	(11, 10)	1
\de	2980	11	(0, 3)	3
\de	2983	12	(2, 1)	1
\de	2983	12	(4, 2)	2
\de	2983	12	(4, 13)	9
\de	2983	12	(6, 5)	1
\de	2983	12	(6, 7)	1
\de	2983	12	(7, 9)	2
\de	2983	12	(9, 8)	1
\de	2983	12	(10, 11)	1
\de	2983	12	(11, 12)	1
\de	2983	12	(13, 6)	7
\de	2983	12	(13, 10)	3
\de	2983	12	(0, 4)	4
\de	2984	10	(1, 4)	3
\de	2984	10	(3, 2)	1
\de	2984	10	(4, 3)	1
\de	2984	10	(6, 1)	5
\de	2984	10	(6, 8)	2
\de	2984	10	(6, 9)	3
\de	2984	10	(6, 11)	5
\de	2984	10	(8, 7)	1
\de	2984	10	(11, 10)	1
\de	2984	10	(0, 6)	6
\de	2986	10	(3, 1)	2
\de	2986	10	(3, 2)	1
\de	2986	10	(3, 4)	1
\de	2986	10	(3, 10)	7
\de	2986	10	(5, 6)	1
\de	2986	10	(6, 8)	2
\de	2986	10	(8, 7)	1
\de	2986	10	(10, 5)	5
\de	2986	10	(10, 9)	1
\de	2986	10	(0, 3)	3
\de	2988	12	(4, 2)	2
\de	2988	12	(4, 3)	1
\de	2988	12	(5, 1)	4
\de	2988	12	(5, 4)	1
\de	2988	12	(6, 5)	1
\de	2988	12	(6, 8)	2
\de	2988	12	(6, 9)	3
\de	2988	12	(6, 12)	6
\de	2988	12	(8, 7)	1
\de	2988	12	(10, 11)	1
\de	2988	12	(12, 10)	2
\de	2988	12	(0, 6)	6
\de	2992	4	(3, 2)	1
\de	2992	4	(4, 1)	3
\de	2992	4	(4, 3)	1
\de	2992	4	(0, 4)	4
\de	2995	12	(2, 1)	1
\de	2995	12	(3, 2)	1
\de	2995	12	(3, 4)	1
\de	2995	12	(3, 8)	5
\de	2995	12	(3, 13)	10
\de	2995	12	(7, 6)	1
\de	2995	12	(8, 5)	3
\de	2995	12	(8, 7)	1
\de	2995	12	(13, 10)	3
\de	2995	12	(13, 11)	2
\de	2995	12	(13, 12)	1
\de	2995	12	(0, 3)	3
\de	2999	2	(2, 1)	1
\de	2999	2	(0, 2)	2
\de	3000	6	(2, 1)	1
\de	3000	6	(2, 3)	1
\de	3000	6	(3, 4)	1
\de	3000	6	(4, 5)	1
\de	3000	6	(5, 6)	1
\de	3000	6	(0, 2)	2
\de	3004	8	(3, 1)	2
\de	3004	8	(3, 2)	1
\de	3004	8	(4, 3)	1
\de	3004	8	(4, 5)	1
\de	3004	8	(4, 8)	4
\de	3004	8	(5, 7)	2
\de	3004	8	(7, 6)	1
\de	3004	8	(0, 4)	4
\de	3006	8	(2, 1)	1
\de	3006	8	(2, 3)	1
\de	3006	8	(3, 5)	2
\de	3006	8	(5, 4)	1
\de	3006	8	(5, 6)	1
\de	3006	8	(6, 8)	2
\de	3006	8	(8, 7)	1
\de	3006	8	(0, 2)	2
\de	3009	7	(2, 1)	1
\de	3009	7	(3, 2)	1
\de	3009	7	(3, 6)	3
\de	3009	7	(6, 4)	2
\de	3009	7	(6, 5)	1
\de	3009	7	(6, 7)	1
\de	3009	7	(0, 3)	3
\de	3010	4	(2, 1)	1
\de	3010	4	(2, 4)	2
\de	3010	4	(4, 3)	1
\de	3010	4	(0, 2)	2
\de	3011	11	(2, 1)	1
\de	3011	11	(2, 11)	9
\de	3011	11	(4, 3)	1
\de	3011	11	(6, 5)	1
\de	3011	11	(6, 7)	1
\de	3011	11	(7, 8)	1
\de	3011	11	(8, 10)	2
\de	3011	11	(10, 9)	1
\de	3011	11	(11, 4)	7
\de	3011	11	(11, 6)	5
\de	3011	11	(0, 2)	2
\de	3015	11	(2, 1)	1
\de	3015	11	(3, 2)	1
\de	3015	11	(3, 5)	2
\de	3015	11	(5, 4)	1
\de	3015	11	(6, 3)	3
\de	3015	11	(6, 8)	2
\de	3015	11	(6, 9)	3
\de	3015	11	(6, 11)	5
\de	3015	11	(8, 7)	1
\de	3015	11	(11, 10)	1
\de	3015	11	(0, 6)	6
\de	3022	11	(2, 1)	1
\de	3022	11	(3, 2)	1
\de	3022	11	(3, 4)	1
\de	3022	11	(3, 7)	4
\de	3022	11	(6, 5)	1
\de	3022	11	(7, 6)	1
\de	3022	11	(7, 11)	4
\de	3022	11	(10, 9)	1
\de	3022	11	(11, 10)	1
\de	3022	11	(11, 12)	1
\de	3022	11	(0, 3)	3
\de	3029	8	(1, 2)	1
\de	3029	8	(1, 4)	3
\de	3029	8	(4, 3)	1
\de	3029	8	(5, 1)	4
\de	3029	8	(5, 6)	1
\de	3029	8	(5, 7)	2
\de	3029	8	(7, 8)	1
\de	3029	8	(0, 5)	5
\de	3033	12	(2, 1)	1
\de	3033	12	(2, 3)	1
\de	3033	12	(2, 6)	4
\de	3033	12	(3, 5)	2
\de	3033	12	(5, 4)	1
\de	3033	12	(6, 8)	2
\de	3033	12	(8, 7)	1
\de	3033	12	(9, 2)	7
\de	3033	12	(9, 10)	1
\de	3033	12	(9, 12)	3
\de	3033	12	(12, 11)	1
\de	3033	12	(0, 9)	9
\de	3035	9	(2, 1)	1
\de	3035	9	(3, 2)	1
\de	3035	9	(3, 4)	1
\de	3035	9	(3, 9)	6
\de	3035	9	(7, 6)	1
\de	3035	9	(8, 5)	3
\de	3035	9	(8, 7)	1
\de	3035	9	(9, 8)	1
\de	3035	9	(0, 3)	3
\de	3036	11	(2, 1)	1
\de	3036	11	(2, 4)	2
\de	3036	11	(2, 11)	9
\de	3036	11	(4, 3)	1
\de	3036	11	(5, 10)	5
\de	3036	11	(8, 7)	1
\de	3036	11	(9, 8)	1
\de	3036	11	(10, 6)	4
\de	3036	11	(10, 9)	1
\de	3036	11	(11, 5)	6
\de	3036	11	(0, 2)	2
\de	3038	11	(1, 3)	2
\de	3038	11	(3, 2)	1
\de	3038	11	(3, 4)	1
\de	3038	11	(4, 6)	2
\de	3038	11	(6, 5)	1
\de	3038	11	(7, 9)	2
\de	3038	11	(7, 11)	4
\de	3038	11	(9, 8)	1
\de	3038	11	(10, 1)	9
\de	3038	11	(11, 10)	1
\de	3038	11	(0, 7)	7
\de	3041	7	(1, 4)	3
\de	3041	7	(4, 2)	2
\de	3041	7	(4, 3)	1
\de	3041	7	(4, 5)	1
\de	3041	7	(6, 1)	5
\de	3041	7	(6, 7)	1
\de	3041	7	(0, 6)	6
\de	3043	12	(3, 1)	2
\de	3043	12	(3, 2)	1
\de	3043	12	(3, 4)	1
\de	3043	12	(3, 5)	2
\de	3043	12	(3, 7)	4
\de	3043	12	(7, 6)	1
\de	3043	12	(7, 8)	1
\de	3043	12	(9, 3)	6
\de	3043	12	(9, 12)	3
\de	3043	12	(11, 10)	1
\de	3043	12	(12, 11)	1
\de	3043	12	(0, 9)	9
\de	3045	10	(2, 1)	1
\de	3045	10	(2, 3)	1
\de	3045	10	(3, 4)	1
\de	3045	10	(5, 2)	3
\de	3045	10	(5, 10)	5
\de	3045	10	(6, 8)	2
\de	3045	10	(8, 7)	1
\de	3045	10	(10, 6)	4
\de	3045	10	(10, 9)	1
\de	3045	10	(0, 5)	5
\de	3048	9	(2, 1)	1
\de	3048	9	(2, 3)	1
\de	3048	9	(2, 4)	2
\de	3048	9	(4, 7)	3
\de	3048	9	(7, 5)	2
\de	3048	9	(7, 6)	1
\de	3048	9	(7, 9)	2
\de	3048	9	(9, 8)	1
\de	3048	9	(0, 2)	2
\de	3049	10	(2, 4)	2
\de	3049	10	(2, 10)	8
\de	3049	10	(4, 3)	1
\de	3049	10	(4, 6)	2
\de	3049	10	(6, 5)	1
\de	3049	10	(6, 7)	1
\de	3049	10	(7, 9)	2
\de	3049	10	(9, 8)	1
\de	3049	10	(10, 1)	9
\de	3049	10	(0, 2)	2
\de	3050	7	(2, 1)	1
\de	3050	7	(2, 5)	3
\de	3050	7	(5, 3)	2
\de	3050	7	(5, 4)	1
\de	3050	7	(6, 2)	4
\de	3050	7	(6, 7)	1
\de	3050	7	(0, 6)	6
\de	3056	1	(0, 1)	1
\de	3057	7	(3, 1)	2
\de	3057	7	(5, 3)	2
\de	3057	7	(5, 6)	1
\de	3057	7	(5, 7)	2
\de	3057	7	(5, 9)	4
\de	3057	7	(7, 8)	1
\de	3057	7	(0, 5)	5
\de	3058	8	(3, 1)	2
\de	3058	8	(5, 3)	2
\de	3058	8	(5, 6)	1
\de	3058	8	(5, 10)	5
\de	3058	8	(6, 8)	2
\de	3058	8	(8, 7)	1
\de	3058	8	(10, 9)	1
\de	3058	8	(0, 5)	5
\de	3059	10	(2, 1)	1
\de	3059	10	(2, 4)	2
\de	3059	10	(2, 8)	6
\de	3059	10	(2, 10)	8
\de	3059	10	(4, 3)	1
\de	3059	10	(4, 5)	1
\de	3059	10	(5, 6)	1
\de	3059	10	(8, 7)	1
\de	3059	10	(10, 9)	1
\de	3059	10	(0, 2)	2
\de	3063	6	(4, 1)	3
\de	3063	6	(4, 2)	2
\de	3063	6	(4, 3)	1
\de	3063	6	(5, 4)	1
\de	3063	6	(5, 6)	1
\de	3063	6	(0, 5)	5
\de	3067	10	(2, 1)	1
\de	3067	10	(3, 2)	1
\de	3067	10	(3, 5)	2
\de	3067	10	(3, 6)	3
\de	3067	10	(5, 4)	1
\de	3067	10	(6, 7)	1
\de	3067	10	(7, 11)	4
\de	3067	10	(11, 8)	3
\de	3067	10	(11, 10)	1
\de	3067	10	(0, 3)	3
\de	3069	12	(2, 1)	1
\de	3069	12	(2, 3)	1
\de	3069	12	(2, 4)	2
\de	3069	12	(4, 6)	2
\de	3069	12	(6, 5)	1
\de	3069	12	(6, 13)	7
\de	3069	12	(9, 11)	2
\de	3069	12	(11, 10)	1
\de	3069	12	(12, 9)	3
\de	3069	12	(13, 8)	5
\de	3069	12	(13, 12)	1
\de	3069	12	(0, 2)	2
\de	3070	10	(1, 3)	2
\de	3070	10	(3, 2)	1
\de	3070	10	(4, 5)	1
\de	3070	10	(4, 9)	5
\de	3070	10	(4, 10)	6
\de	3070	10	(8, 7)	1
\de	3070	10	(9, 6)	3
\de	3070	10	(9, 8)	1
\de	3070	10	(10, 1)	9
\de	3070	10	(0, 4)	4
\de	3072	8	(2, 1)	1
\de	3072	8	(2, 3)	1
\de	3072	8	(2, 11)	9
\de	3072	8	(8, 10)	2
\de	3072	8	(10, 9)	1
\de	3072	8	(11, 6)	5
\de	3072	8	(11, 8)	3
\de	3072	8	(0, 2)	2
\de	3073	10	(4, 1)	3
\de	3073	10	(4, 2)	2
\de	3073	10	(4, 3)	1
\de	3073	10	(5, 4)	1
\de	3073	10	(5, 6)	1
\de	3073	10	(5, 10)	5
\de	3073	10	(6, 8)	2
\de	3073	10	(8, 7)	1
\de	3073	10	(10, 9)	1
\de	3073	10	(0, 5)	5
\de	3079	10	(3, 2)	1
\de	3079	10	(3, 4)	1
\de	3079	10	(3, 5)	2
\de	3079	10	(3, 11)	8
\de	3079	10	(5, 6)	1
\de	3079	10	(6, 8)	2
\de	3079	10	(8, 7)	1
\de	3079	10	(11, 12)	1
\de	3079	10	(11, 13)	2
\de	3079	10	(0, 3)	3
\de	3081	5	(3, 1)	2
\de	3081	5	(3, 2)	1
\de	3081	5	(3, 4)	1
\de	3081	5	(4, 5)	1
\de	3081	5	(0, 3)	3
\de	3084	12	(2, 1)	1
\de	3084	12	(2, 4)	2
\de	3084	12	(4, 3)	1
\de	3084	12	(4, 7)	3
\de	3084	12	(7, 6)	1
\de	3084	12	(7, 12)	5
\de	3084	12	(7, 13)	6
\de	3084	12	(9, 8)	1
\de	3084	12	(9, 10)	1
\de	3084	12	(10, 11)	1
\de	3084	12	(13, 9)	4
\de	3084	12	(0, 2)	2
\de	3085	12	(2, 1)	1
\de	3085	12	(2, 4)	2
\de	3085	12	(2, 12)	10
\de	3085	12	(4, 3)	1
\de	3085	12	(6, 9)	3
\de	3085	12	(9, 7)	2
\de	3085	12	(9, 8)	1
\de	3085	12	(10, 6)	4
\de	3085	12	(11, 5)	6
\de	3085	12	(11, 10)	1
\de	3085	12	(12, 11)	1
\de	3085	12	(0, 2)	2
\de	3094	6	(3, 1)	2
\de	3094	6	(3, 5)	2
\de	3094	6	(5, 6)	1
\de	3094	6	(6, 8)	2
\de	3094	6	(8, 7)	1
\de	3094	6	(0, 3)	3
\de	3099	1	(0, 1)	1
\de	3100	5	(2, 1)	1
\de	3100	5	(2, 5)	3
\de	3100	5	(3, 4)	1
\de	3100	5	(5, 3)	2
\de	3100	5	(0, 2)	2
\de	3103	12	(2, 1)	1
\de	3103	12	(3, 2)	1
\de	3103	12	(3, 4)	1
\de	3103	12	(4, 6)	2
\de	3103	12	(6, 13)	7
\de	3103	12	(8, 10)	2
\de	3103	12	(10, 9)	1
\de	3103	12	(13, 7)	6
\de	3103	12	(13, 8)	5
\de	3103	12	(13, 11)	2
\de	3103	12	(13, 12)	1
\de	3103	12	(0, 3)	3
\de	3105	7	(2, 1)	1
\de	3105	7	(2, 4)	2
\de	3105	7	(4, 3)	1
\de	3105	7	(4, 5)	1
\de	3105	7	(5, 7)	2
\de	3105	7	(7, 6)	1
\de	3105	7	(0, 2)	2
\de	3106	6	(3, 2)	1
\de	3106	6	(3, 4)	1
\de	3106	6	(3, 5)	2
\de	3106	6	(3, 8)	5
\de	3106	6	(8, 9)	1
\de	3106	6	(0, 3)	3
\de	3115	10	(2, 1)	1
\de	3115	10	(2, 4)	2
\de	3115	10	(2, 6)	4
\de	3115	10	(4, 3)	1
\de	3115	10	(6, 11)	5
\de	3115	10	(9, 8)	1
\de	3115	10	(11, 7)	4
\de	3115	10	(11, 9)	2
\de	3115	10	(11, 10)	1
\de	3115	10	(0, 2)	2
\de	3119	9	(2, 1)	1
\de	3119	9	(3, 2)	1
\de	3119	9	(3, 4)	1
\de	3119	9	(3, 8)	5
\de	3119	9	(3, 9)	6
\de	3119	9	(4, 5)	1
\de	3119	9	(5, 7)	2
\de	3119	9	(7, 6)	1
\de	3119	9	(0, 3)	3
\de	3121	4	(2, 4)	2
\de	3121	4	(4, 6)	2
\de	3121	4	(6, 5)	1
\de	3121	4	(0, 2)	2
\de	3122	11	(1, 3)	2
\de	3122	11	(3, 2)	1
\de	3122	11	(4, 1)	3
\de	3122	11	(4, 7)	3
\de	3122	11	(4, 10)	6
\de	3122	11	(4, 11)	7
\de	3122	11	(7, 5)	2
\de	3122	11	(7, 6)	1
\de	3122	11	(9, 8)	1
\de	3122	11	(10, 9)	1
\de	3122	11	(0, 4)	4
\de	3123	12	(1, 2)	1
\de	3123	12	(1, 4)	3
\de	3123	12	(4, 3)	1
\de	3123	12	(4, 5)	1
\de	3123	12	(6, 9)	3
\de	3123	12	(6, 12)	6
\de	3123	12	(7, 8)	1
\de	3123	12	(9, 11)	2
\de	3123	12	(11, 10)	1
\de	3123	12	(12, 1)	11
\de	3123	12	(12, 7)	5
\de	3123	12	(0, 6)	6
\de	3126	12	(2, 1)	1
\de	3126	12	(3, 2)	1
\de	3126	12	(3, 4)	1
\de	3126	12	(3, 6)	3
\de	3126	12	(6, 5)	1
\de	3126	12	(6, 7)	1
\de	3126	12	(7, 8)	1
\de	3126	12	(8, 10)	2
\de	3126	12	(10, 9)	1
\de	3126	12	(10, 11)	1
\de	3126	12	(11, 12)	1
\de	3126	12	(0, 3)	3
\de	3127	10	(2, 1)	1
\de	3127	10	(3, 2)	1
\de	3127	10	(3, 10)	7
\de	3127	10	(4, 5)	1
\de	3127	10	(5, 7)	2
\de	3127	10	(7, 6)	1
\de	3127	10	(9, 8)	1
\de	3127	10	(10, 4)	6
\de	3127	10	(10, 9)	1
\de	3127	10	(0, 3)	3
\de	3130	12	(2, 1)	1
\de	3130	12	(3, 2)	1
\de	3130	12	(3, 4)	1
\de	3130	12	(4, 5)	1
\de	3130	12	(6, 3)	3
\de	3130	12	(6, 12)	6
\de	3130	12	(7, 8)	1
\de	3130	12	(9, 11)	2
\de	3130	12	(11, 10)	1
\de	3130	12	(12, 7)	5
\de	3130	12	(12, 9)	3
\de	3130	12	(0, 6)	6
\de	3135	4	(2, 1)	1
\de	3135	4	(3, 2)	1
\de	3135	4	(3, 4)	1
\de	3135	4	(0, 3)	3
\de	3136	10	(1, 3)	2
\de	3136	10	(3, 2)	1
\de	3136	10	(3, 4)	1
\de	3136	10	(5, 1)	4
\de	3136	10	(5, 7)	2
\de	3136	10	(5, 8)	3
\de	3136	10	(5, 11)	6
\de	3136	10	(7, 6)	1
\de	3136	10	(11, 10)	1
\de	3136	10	(0, 5)	5
\de	3139	6	(2, 1)	1
\de	3139	6	(2, 3)	1
\de	3139	6	(3, 4)	1
\de	3139	6	(4, 6)	2
\de	3139	6	(6, 5)	1
\de	3139	6	(0, 2)	2
\de	3146	11	(1, 3)	2
\de	3146	11	(2, 1)	1
\de	3146	11	(2, 13)	11
\de	3146	11	(3, 7)	4
\de	3146	11	(7, 4)	3
\de	3146	11	(7, 6)	1
\de	3146	11	(9, 10)	1
\de	3146	11	(10, 11)	1
\de	3146	11	(13, 9)	4
\de	3146	11	(13, 12)	1
\de	3146	11	(0, 2)	2
\de	3150	11	(2, 1)	1
\de	3150	11	(2, 3)	1
\de	3150	11	(2, 4)	2
\de	3150	11	(2, 5)	3
\de	3150	11	(5, 6)	1
\de	3150	11	(6, 9)	3
\de	3150	11	(9, 7)	2
\de	3150	11	(9, 8)	1
\de	3150	11	(9, 10)	1
\de	3150	11	(10, 11)	1
\de	3150	11	(0, 2)	2
\de	3154	7	(1, 3)	2
\de	3154	7	(3, 2)	1
\de	3154	7	(4, 1)	3
\de	3154	7	(4, 5)	1
\de	3154	7	(5, 6)	1
\de	3154	7	(6, 7)	1
\de	3154	7	(0, 4)	4
\de	3158	8	(2, 1)	1
\de	3158	8	(2, 6)	4
\de	3158	8	(2, 7)	5
\de	3158	8	(2, 10)	8
\de	3158	8	(6, 4)	2
\de	3158	8	(6, 5)	1
\de	3158	8	(10, 8)	2
\de	3158	8	(0, 2)	2
\de	3160	12	(2, 4)	2
\de	3160	12	(4, 3)	1
\de	3160	12	(5, 1)	4
\de	3160	12	(5, 6)	1
\de	3160	12	(5, 9)	4
\de	3160	12	(5, 10)	5
\de	3160	12	(5, 11)	6
\de	3160	12	(5, 12)	7
\de	3160	12	(8, 7)	1
\de	3160	12	(12, 2)	10
\de	3160	12	(12, 8)	4
\de	3160	12	(0, 5)	5
\de	3171	10	(2, 1)	1
\de	3171	10	(2, 4)	2
\de	3171	10	(2, 7)	5
\de	3171	10	(4, 3)	1
\de	3171	10	(5, 6)	1
\de	3171	10	(7, 5)	2
\de	3171	10	(7, 10)	3
\de	3171	10	(10, 8)	2
\de	3171	10	(10, 9)	1
\de	3171	10	(0, 2)	2
\de	3172	9	(2, 1)	1
\de	3172	9	(2, 3)	1
\de	3172	9	(4, 2)	2
\de	3172	9	(4, 9)	5
\de	3172	9	(5, 6)	1
\de	3172	9	(6, 8)	2
\de	3172	9	(8, 7)	1
\de	3172	9	(9, 5)	4
\de	3172	9	(0, 4)	4
\de	3174	8	(2, 1)	1
\de	3174	8	(2, 4)	2
\de	3174	8	(2, 7)	5
\de	3174	8	(2, 8)	6
\de	3174	8	(4, 3)	1
\de	3174	8	(4, 6)	2
\de	3174	8	(6, 5)	1
\de	3174	8	(0, 2)	2
\de	3176	10	(2, 1)	1
\de	3176	10	(2, 10)	8
\de	3176	10	(3, 4)	1
\de	3176	10	(6, 5)	1
\de	3176	10	(8, 7)	1
\de	3176	10	(8, 9)	1
\de	3176	10	(10, 3)	7
\de	3176	10	(10, 6)	4
\de	3176	10	(10, 8)	2
\de	3176	10	(0, 2)	2
\de	3183	8	(2, 1)	1
\de	3183	8	(2, 8)	6
\de	3183	8	(3, 4)	1
\de	3183	8	(7, 5)	2
\de	3183	8	(7, 6)	1
\de	3183	8	(8, 3)	5
\de	3183	8	(8, 7)	1
\de	3183	8	(0, 2)	2
\de	3186	5	(2, 1)	1
\de	3186	5	(3, 2)	1
\de	3186	5	(3, 5)	2
\de	3186	5	(5, 4)	1
\de	3186	5	(0, 3)	3
\de	3189	12	(2, 1)	1
\de	3189	12	(3, 2)	1
\de	3189	12	(3, 14)	11
\de	3189	12	(5, 4)	1
\de	3189	12	(5, 7)	2
\de	3189	12	(7, 6)	1
\de	3189	12	(8, 9)	1
\de	3189	12	(9, 12)	3
\de	3189	12	(12, 11)	1
\de	3189	12	(14, 5)	9
\de	3189	12	(14, 8)	6
\de	3189	12	(0, 3)	3
\de	3191	12	(1, 2)	1
\de	3191	12	(2, 3)	1
\de	3191	12	(3, 4)	1
\de	3191	12	(5, 1)	4
\de	3191	12	(5, 6)	1
\de	3191	12	(5, 10)	5
\de	3191	12	(6, 8)	2
\de	3191	12	(8, 7)	1
\de	3191	12	(10, 9)	1
\de	3191	12	(10, 12)	2
\de	3191	12	(12, 11)	1
\de	3191	12	(0, 5)	5
\de	3192	6	(2, 1)	1
\de	3192	6	(2, 3)	1
\de	3192	6	(2, 8)	6
\de	3192	6	(6, 4)	2
\de	3192	6	(8, 6)	2
\de	3192	6	(0, 2)	2
\de	3193	11	(2, 1)	1
\de	3193	11	(3, 2)	1
\de	3193	11	(3, 11)	8
\de	3193	11	(4, 6)	2
\de	3193	11	(6, 5)	1
\de	3193	11	(6, 7)	1
\de	3193	11	(7, 8)	1
\de	3193	11	(8, 10)	2
\de	3193	11	(10, 9)	1
\de	3193	11	(11, 4)	7
\de	3193	11	(0, 3)	3
\de	3194	10	(2, 1)	1
\de	3194	10	(3, 2)	1
\de	3194	10	(3, 4)	1
\de	3194	10	(3, 5)	2
\de	3194	10	(5, 7)	2
\de	3194	10	(7, 6)	1
\de	3194	10	(7, 8)	1
\de	3194	10	(8, 10)	2
\de	3194	10	(10, 9)	1
\de	3194	10	(0, 3)	3
\de	3195	3	(1, 2)	1
\de	3195	3	(2, 3)	1
\de	3195	3	(0, 1)	1
\de	3209	6	(2, 1)	1
\de	3209	6	(3, 2)	1
\de	3209	6	(3, 4)	1
\de	3209	6	(4, 6)	2
\de	3209	6	(6, 5)	1
\de	3209	6	(0, 3)	3
\de	3210	5	(2, 1)	1
\de	3210	5	(2, 4)	2
\de	3210	5	(2, 5)	3
\de	3210	5	(4, 3)	1
\de	3210	5	(0, 2)	2
\de	3217	10	(2, 1)	1
\de	3217	10	(2, 3)	1
\de	3217	10	(2, 4)	2
\de	3217	10	(3, 8)	5
\de	3217	10	(7, 6)	1
\de	3217	10	(8, 7)	1
\de	3217	10	(8, 10)	2
\de	3217	10	(10, 9)	1
\de	3217	10	(10, 11)	1
\de	3217	10	(0, 2)	2
\de	3220	6	(2, 1)	1
\de	3220	6	(2, 3)	1
\de	3220	6	(2, 4)	2
\de	3220	6	(4, 6)	2
\de	3220	6	(6, 5)	1
\de	3220	6	(0, 2)	2
\de	3222	12	(1, 3)	2
\de	3222	12	(3, 2)	1
\de	3222	12	(4, 1)	3
\de	3222	12	(4, 6)	2
\de	3222	12	(4, 9)	5
\de	3222	12	(4, 12)	8
\de	3222	12	(6, 5)	1
\de	3222	12	(9, 7)	2
\de	3222	12	(9, 8)	1
\de	3222	12	(9, 11)	2
\de	3222	12	(11, 10)	1
\de	3222	12	(0, 4)	4
\de	3223	12	(3, 5)	2
\de	3223	12	(5, 4)	1
\de	3223	12	(5, 6)	1
\de	3223	12	(7, 3)	4
\de	3223	12	(8, 1)	7
\de	3223	12	(8, 2)	6
\de	3223	12	(8, 7)	1
\de	3223	12	(8, 9)	1
\de	3223	12	(9, 10)	1
\de	3223	12	(11, 8)	3
\de	3223	12	(11, 12)	1
\de	3223	12	(0, 11)	11
\de	3226	11	(2, 1)	1
\de	3226	11	(2, 3)	1
\de	3226	11	(2, 11)	9
\de	3226	11	(5, 4)	1
\de	3226	11	(5, 6)	1
\de	3226	11	(6, 7)	1
\de	3226	11	(6, 9)	3
\de	3226	11	(9, 8)	1
\de	3226	11	(9, 10)	1
\de	3226	11	(11, 5)	6
\de	3226	11	(0, 2)	2
\de	3229	9	(1, 3)	2
\de	3229	9	(3, 2)	1
\de	3229	9	(3, 4)	1
\de	3229	9	(4, 5)	1
\de	3229	9	(6, 1)	5
\de	3229	9	(6, 7)	1
\de	3229	9	(6, 8)	2
\de	3229	9	(6, 9)	3
\de	3229	9	(0, 6)	6
\de	3230	9	(2, 1)	1
\de	3230	9	(2, 6)	4
\de	3230	9	(6, 3)	3
\de	3230	9	(6, 4)	2
\de	3230	9	(6, 5)	1
\de	3230	9	(6, 8)	2
\de	3230	9	(8, 7)	1
\de	3230	9	(8, 9)	1
\de	3230	9	(0, 2)	2
\de	3232	9	(2, 1)	1
\de	3232	9	(2, 3)	1
\de	3232	9	(2, 4)	2
\de	3232	9	(2, 8)	6
\de	3232	9	(4, 7)	3
\de	3232	9	(7, 5)	2
\de	3232	9	(7, 6)	1
\de	3232	9	(8, 9)	1
\de	3232	9	(0, 2)	2
\de	3233	11	(3, 1)	2
\de	3233	11	(3, 2)	1
\de	3233	11	(4, 3)	1
\de	3233	11	(4, 5)	1
\de	3233	11	(4, 11)	7
\de	3233	11	(6, 7)	1
\de	3233	11	(8, 10)	2
\de	3233	11	(10, 9)	1
\de	3233	11	(11, 6)	5
\de	3233	11	(11, 8)	3
\de	3233	11	(0, 4)	4
\de	3236	7	(2, 1)	1
\de	3236	7	(3, 2)	1
\de	3236	7	(3, 4)	1
\de	3236	7	(3, 7)	4
\de	3236	7	(6, 5)	1
\de	3236	7	(7, 6)	1
\de	3236	7	(0, 3)	3
\de	3242	7	(1, 3)	2
\de	3242	7	(3, 2)	1
\de	3242	7	(4, 1)	3
\de	3242	7	(4, 5)	1
\de	3242	7	(4, 6)	2
\de	3242	7	(4, 7)	3
\de	3242	7	(0, 4)	4
\de	3243	11	(3, 1)	2
\de	3243	11	(3, 2)	1
\de	3243	11	(4, 3)	1
\de	3243	11	(4, 5)	1
\de	3243	11	(4, 11)	7
\de	3243	11	(6, 8)	2
\de	3243	11	(8, 7)	1
\de	3243	11	(8, 9)	1
\de	3243	11	(9, 10)	1
\de	3243	11	(11, 6)	5
\de	3243	11	(0, 4)	4
\de	3245	9	(2, 1)	1
\de	3245	9	(3, 2)	1
\de	3245	9	(3, 9)	6
\de	3245	9	(5, 4)	1
\de	3245	9	(5, 7)	2
\de	3245	9	(7, 6)	1
\de	3245	9	(7, 8)	1
\de	3245	9	(9, 5)	4
\de	3245	9	(0, 3)	3
